Country,Year,GDP (constant 2015 US$),Gross fixed capital formation (constant 2015 US$),Population,Hours per Person,Hours per Year,GDP per Hour,Capital,Capital_Previous_Year
Iceland,1998,10858456576,2841648455,274047,"1,741",477115827,22.75853359,15133936233,13968508838
Iceland,1999,11296586995,2746903751,277381,"1,742",483197702,23.37880944,16064767636,15133936233
Iceland,2000,11859726688,3074442517,281205,"1,729",486203445,24.39251883,17211438036,16064767636
Iceland,2001,12335716528,2955678900,284968,"1,714",488435152,25.25558711,18101744372,17211438036
Iceland,2002,12404737216,2589658791,287523,"1,714",492814422,25.17121387,18519193838,18101744372
Iceland,2003,12670532079,2829262191,289521,"1,682",486974322,26.01889156,19126152768,18519193838
Iceland,2004,13659137612,3574621391,292074,"1,687",492728838,27.72140893,20405635827,19126152768
Iceland,2005,14495683158,4655693186,296734,"1,615",479225410,30.24815224,22612652714,20405635827
Iceland,2006,15411374461,5764490905,303782,"1,588",482405816,31.94690849,25663625294,22612652714
Iceland,2007,16714384610,5129767552,311566,"1,554",484173564,34.52147299,27713757810,25663625294
Iceland,2008,17083688340,4182924458,317414,"1,625",515797750,33.12090512,28571031331,27713757810
Iceland,2009,15774426999,2197817766,318499,"1,536",489214464,32.24440028,27340325337,28571031331
Iceland,2010,15327572988,2012955912,318041,"1,528",485966648,31.5403805,26072442208,27340325337
Iceland,2011,15610486136,2232964964,319014,"1,538",490643532,31.81634958,25176714107,26072442208
Iceland,2012,15776524981,2347768893,320716,"1,523",488450468,32.29912962,24503277307,25176714107
Iceland,2013,16494745020,2400189736,323764,"1,524",493416336,33.42966946,23963073766,24503277307
Iceland,2014,16773046836,2787697305,327386,"1,513",495335018,33.86202515,23875202220,23963073766
Iceland,2015,17517210519,3386606656,330815,"1,511",499861465,35.04413072,24396784609,23875202220
Iceland,2016,18621440660,3995819723,335439,"1,520",509867280,36.52213309,25464990179,24396784609
Iceland,2017,19402600567,4418002018,343400,"1,507",517503800,37.49267265,26827193375,25464990179
Iceland,2018,20351227274,4519807562,352721,"1,496",527670616,38.56805109,28100000000,26827193375
Iceland,2019,20729999827,4334485660,360563,"1,480",533633240,38.84690509,29100000000,28100000000
Iceland,2020,19291243913,4014283662,366463,"1,464",536501832,35.9574614,29600000000,29100000000
Iceland,2021,20304846332,4589244810,372520,"1,459",543506680,37.35896371,30600000000,29600000000
Iceland,2022,22130761184,5308644917,382003,"1,459",557342377,39.70765924,32300000000,30600000000
Ireland,1981,59732889873,16452319809,3453000,"2,050",7078650000,8.43845788,29670668414,15020850687
Ireland,1982,61096871764,15890914053,3485800,"2,043",7121489400,8.579226666,42001102257,29670668414
Ireland,1983,60947611214,14415406145,3510600,"2,033",7137049800,8.539608511,51376376131,42001102257
Ireland,1984,63601497259,14052751871,3532423,"2,015",7117832345,8.93551494,59263962867,51376376131
Ireland,1985,65563994783,12968619088,3538082,"2,022",7154001804,9.164660085,65120906411,59263962867
Ireland,1986,65283163757,12606347596,3539690,"2,056",7277602640,8.970421578,69900000000,65120906411
Ireland,1987,68327377546,12462903112,3540057,"2,036",7207556052,9.479964783,74000000000,69900000000
Ireland,1988,71892300158,13115353277,3524949,"2,044",7204995756,9.978118321,78200000000,74000000000
Ireland,1989,76072060448,14444583006,3511009,"2,051",7201079459,10.56398015,83300000000,78200000000
Ireland,1990,82512722864,16380447783,3513974,"2,040",7168506960,11.51044748,89700000000,83300000000
Ireland,1991,84104920462,15236447903,3534235,"2,006",7089675410,11.86301426,94100000000,89700000000
Ireland,1992,86916778952,15232394853,3558430,"1,958",6967405940,12.4747689,98100000000,94100000000
Ireland,1993,89257107778,14458092435,3576261,"1,932",6909336252,12.91833318,1.01E+11,98100000000
Ireland,1994,94394592938,16169632567,3590386,"1,932",6936625752,13.60814268,1.05E+11,1.01E+11
Ireland,1995,1.03E+11,18722896888,3608841,"1,962",7080546042,14.61595851,1.11E+11,1.05E+11
Ireland,1996,1.11E+11,21798481044,3637510,"1,954",7107694540,15.63461417,1.19E+11,1.11E+11
Ireland,1997,1.23E+11,25243805933,3674171,"1,954",7179330134,17.18462723,1.3E+11,1.19E+11
Ireland,1998,1.34E+11,28636706339,3712696,"1,915",7109812840,18.87380796,1.43E+11,1.3E+11
Ireland,1999,1.48E+11,32667301497,3754786,"1,890",7096545540,20.90019914,1.59E+11,1.43E+11
Ireland,2000,1.62E+11,34317825077,3805174,"1,878",7146116772,22.70694057,1.74E+11,1.59E+11
Ireland,2001,1.71E+11,36315808153,3866243,"1,855",7171880765,23.82583072,1.9E+11,1.74E+11
Ireland,2002,1.81E+11,38333378569,3931947,"1,840",7234782480,25.0120332,2.05E+11,1.9E+11
Ireland,2003,1.86E+11,41390499322,3996521,"1,809",7229706489,25.7839458,2.22E+11,2.05E+11
Ireland,2004,1.99E+11,45429331503,4070262,"1,793",7297979766,27.27661084,2.41E+11,2.22E+11
Ireland,2005,2.1E+11,53078499770,4159914,"1,794",7462885716,28.20490775,2.65E+11,2.41E+11
Ireland,2006,2.21E+11,56906209400,4273591,"1,772",7572803252,29.18192,2.9E+11,2.65E+11
Ireland,2007,2.33E+11,56923842889,4398942,"1,745",7676153790,30.31774973,3.12E+11,2.9E+11
Ireland,2008,2.22E+11,50330897609,4489544,"1,711",7681609784,28.93771256,3.25E+11,3.12E+11
Ireland,2009,2.11E+11,41811011364,4535375,"1,661",7533257875,28.00393897,3.28E+11,3.25E+11
Ireland,2010,2.15E+11,35526672657,4560155,"1,666",7597218230,28.23550683,3.24E+11,3.28E+11
Ireland,2011,2.18E+11,35510721190,4580084,"1,668",7639580112,28.54189766,3.21E+11,3.24E+11
Ireland,2012,2.17E+11,41299835476,4599533,"1,663",7649023379,28.39293048,3.23E+11,3.21E+11
Ireland,2013,2.22E+11,39574737096,4623816,"1,677",7754139432,28.62201777,3.24E+11,3.23E+11
Ireland,2014,2.43E+11,47145953205,4657740,"1,689",7866922860,30.84553283,3.32E+11,3.24E+11
Ireland,2015,3.02E+11,73355005397,4701957,"1,682",7908691674,38.23532905,3.66E+11,3.32E+11
Ireland,2016,3.06E+11,1.03E+11,4755335,"1,704",8103090840,37.77429982,4.25E+11,3.66E+11
Ireland,2017,3.37E+11,1.06E+11,4807388,"1,727",8302359076,40.57272703,4.8E+11,4.25E+11
Ireland,2018,3.62E+11,96784663445,4867316,"1,742",8478864472,42.72534562,5.19E+11,4.8E+11
Ireland,2019,3.81E+11,1.93E+11,4934340,"1,742",8595620280,44.26933972,6.5E+11,5.19E+11
Ireland,2020,4.08E+11,1.61E+11,4985382,"1,620",8076318840,50.4883293,7.34E+11,6.5E+11
Ireland,2021,4.74E+11,97871842951,5033164,"1,627",8188957828,57.88816092,7.43E+11,7.34E+11
Ireland,2022,5.15E+11,1.01E+11,5165700,"1,657",8559564900,60.15538509,7.56E+11,7.43E+11
Italy,1981,1.25E+12,2.66E+11,56501675,"1,862",1.05E+11,11.84765237,5.04E+11,2.7E+11
Italy,1982,1.25E+12,2.57E+11,56543548,"1,874",1.06E+11,11.81171977,7.01E+11,5.04E+11
Italy,1983,1.27E+12,2.53E+11,56564074,"1,873",1.06E+11,11.95186418,8.7E+11,7.01E+11
Italy,1984,1.31E+12,2.64E+11,56576718,"1,863",1.05E+11,12.40086503,1.03E+12,8.7E+11
Italy,1985,1.34E+12,2.66E+11,56593071,"1,859",1.05E+11,12.77158983,1.17E+12,1.03E+12
Italy,1986,1.38E+12,2.74E+11,56596155,"1,868",1.06E+11,13.07284812,1.31E+12,1.17E+12
Italy,1987,1.43E+12,2.87E+11,56601931,"1,887",1.07E+11,13.35293488,1.44E+12,1.31E+12
Italy,1988,1.49E+12,3.08E+11,56629288,"1,890",1.07E+11,13.88421265,1.57E+12,1.44E+12
Italy,1989,1.54E+12,3.21E+11,56671781,"1,875",1.06E+11,14.45865097,1.7E+12,1.57E+12
Italy,1990,1.57E+12,3.35E+11,56719240,"1,864",1.06E+11,14.82037513,1.83E+12,1.7E+12
Italy,1991,1.59E+12,3.39E+11,56758521,"1,857",1.05E+11,15.09465018,1.95E+12,1.83E+12
Italy,1992,1.6E+12,3.34E+11,56797087,"1,860",1.06E+11,15.18571351,2.05E+12,1.95E+12
Italy,1993,1.59E+12,2.97E+11,56831821,"1,860",1.06E+11,15.04700694,2.1E+12,2.05E+12
Italy,1994,1.62E+12,2.99E+11,56843400,"1,854",1.05E+11,15.41727375,2.15E+12,2.1E+12
Italy,1995,1.67E+12,3.2E+11,56844303,"1,856",1.06E+11,15.84500052,2.21E+12,2.15E+12
Italy,1996,1.69E+12,3.27E+11,56860281,"1,866",1.06E+11,15.96766333,2.27E+12,2.21E+12
Italy,1997,1.73E+12,3.34E+11,56890372,"1,860",1.06E+11,16.31902034,2.34E+12,2.27E+12
Italy,1998,1.76E+12,3.48E+11,56906744,"1,873",1.07E+11,16.49342011,2.4E+12,2.34E+12
Italy,1999,1.79E+12,3.64E+11,56916317,"1,870",1.06E+11,16.79425717,2.48E+12,2.4E+12
Italy,2000,1.86E+12,3.89E+11,56942108,"1,850",1.05E+11,17.62684728,2.57E+12,2.48E+12
Italy,2001,1.89E+12,3.98E+11,56974100,"1,838",1.05E+11,18.08774775,2.66E+12,2.57E+12
Italy,2002,1.9E+12,4.13E+11,57059007,"1,826",1.04E+11,18.22859521,2.75E+12,2.66E+12
Italy,2003,1.9E+12,4.09E+11,57313203,"1,815",1.04E+11,18.26988517,2.83E+12,2.75E+12
Italy,2004,1.93E+12,4.16E+11,57685327,"1,815",1.05E+11,18.41959224,2.91E+12,2.83E+12
Italy,2005,1.94E+12,4.23E+11,57969484,"1,811",1.05E+11,18.50983999,2.98E+12,2.91E+12
Italy,2006,1.98E+12,4.34E+11,58143979,"1,812",1.05E+11,18.77600388,3.06E+12,2.98E+12
Italy,2007,2.01E+12,4.41E+11,58438310,"1,818",1.06E+11,18.89205714,3.13E+12,3.06E+12
Italy,2008,1.99E+12,4.26E+11,58826731,"1,807",1.06E+11,18.68837706,3.18E+12,3.13E+12
Italy,2009,1.88E+12,3.82E+11,59095365,"1,775",1.05E+11,17.93407663,3.18E+12,3.18E+12
Italy,2010,1.91E+12,3.82E+11,59277417,"1,777",1.05E+11,18.13195615,3.18E+12,3.18E+12
Italy,2011,1.92E+12,3.76E+11,59379449,"1,773",1.05E+11,18.26780486,3.18E+12,3.18E+12
Italy,2012,1.86E+12,3.39E+11,59539717,"1,734",1.03E+11,18.04621173,3.13E+12,3.18E+12
Italy,2013,1.83E+12,3.16E+11,60233948,"1,719",1.04E+11,17.66674192,3.07E+12,3.13E+12
Italy,2014,1.83E+12,3.09E+11,60789140,"1,716",1.04E+11,17.53575067,3.01E+12,3.07E+12
Italy,2015,1.85E+12,3.15E+11,60730582,"1,717",1.04E+11,17.69780391,2.97E+12,3.01E+12
Italy,2016,1.87E+12,3.27E+11,60627498,"1,722",1.04E+11,17.89494013,2.94E+12,2.97E+12
Italy,2017,1.9E+12,3.38E+11,60536709,"1,719",1.04E+11,18.24096803,2.92E+12,2.94E+12
Italy,2018,1.91E+12,3.49E+11,60421760,"1,719",1.04E+11,18.42674567,2.92E+12,2.92E+12
Italy,2019,1.92E+12,3.55E+11,59729081,"1,710",1.02E+11,18.81896731,2.93E+12,2.92E+12
Italy,2020,1.75E+12,3.29E+11,59438851,"1,543",91714147093,19.09902717,2.9E+12,2.93E+12
Italy,2021,1.91E+12,4E+11,59133173,"1,686",99698529678,19.1386175,2.96E+12,2.9E+12
Italy,2022,2E+12,4.31E+11,59013667,"1,726",1.02E+11,19.60622434,3.03E+12,2.96E+12
Luxembourg,1981,15465469116,2789824673,365225,"1,693",618325925,25.01184002,5441463733,3013226203
Luxembourg,1982,15640430423,2776665851,365525,"1,675",612254375,25.54564093,7565153935,5441463733
Luxembourg,1983,16107934774,2450009722,365622,"1,669",610223118,26.39679537,9107345185,7565153935
Luxembourg,1984,17104522553,2453008736,365998,"1,655",605726690,28.23802027,10467472499,9107345185
Luxembourg,1985,17582030272,2219794674,366706,"1,660",608731960,28.88304119,11431170473,10467472499
Luxembourg,1986,19337409478,3044197146,368355,"1,651",608154105,31.79689049,13103627162,11431170473
Luxembourg,1987,20101425602,3584427849,370750,"1,650",611737500,32.85956084,15115619752,13103627162
Luxembourg,1988,21802666127,3995485732,373450,"1,670",623661500,34.95913428,17297231114,15115619752
Luxembourg,1989,23938905604,4271183043,377100,"1,659",625608900,38.2649697,19492746423,17297231114
Luxembourg,1990,25212438895,4415332067,381850,"1,659",633489150,39.79932236,21568948919,19492746423
Luxembourg,1991,27391849518,5111099834,387000,"1,641",635067000,43.13221994,24091774883,21568948919
Luxembourg,1992,27890285979,4340589731,392175,"1,620",635323500,43.89934573,25541351628,24091774883
Luxembourg,1993,29061859474,5234398892,397475,"1,627",646691825,44.93927146,27710788325,25541351628
Luxembourg,1994,30172289931,5236641218,402925,"1,605",646694625,46.65616315,29622134944,27710788325
Luxembourg,1995,30604417465,5157191219,408625,"1,615",659929375,46.375292,31224669969,29622134944
Luxembourg,1996,31032290016,5043607056,414225,"1,593",659860425,47.02856671,32521316628,31224669969
Luxembourg,1997,32714188402,5550837516,419450,"1,600",671120000,48.74566158,34169596149,32521316628
Luxembourg,1998,34897700895,5888900546,424700,"1,599",679095300,51.38851777,35958145158,34169596149
Luxembourg,1999,37750651304,7170745198,430475,"1,598",687899050,54.87818497,38813912937,35958145158
Luxembourg,2000,40369840661,6944126081,436300,"1,605",700261500,57.64966468,41100369465,38813912937
Luxembourg,2001,41610952876,7410281265,441525,"1,593",703349325,59.1611471,43578606394,41100369465
Luxembourg,2002,42953079582,7442061042,446175,"1,588",708525900,60.62316082,45800000000,43578606394
Luxembourg,2003,44078183348,7598267143,451630,"1,586",716285180,61.53719856,47900000000,45800000000
Luxembourg,2004,45943524157,8081319099,458095,"1,586",726538670,63.2361718,50200000000,47900000000
Luxembourg,2005,47084244317,7703569902,465158,"1,567",728902586,64.59607254,51900000000,50200000000
Luxembourg,2006,49917169128,8029269630,472637,"1,567",740622179,67.39896609,53700000000,51900000000
Luxembourg,2007,53959794735,9012785128,479993,"1,581",758868933,71.10555247,56300000000,53700000000
Luxembourg,2008,53797820276,10002540525,488650,"1,581",772555650,69.63617479,59500000000,56300000000
Luxembourg,2009,52055333610,8620754281,497783,"1,518",755634594,68.88955856,61000000000,59500000000
Luxembourg,2010,54012829451,8672126947,506953,"1,521",771075513,70.04868984,62400000000,61000000000
Luxembourg,2011,54576884724,10185432630,518347,"1,520",787887440,69.26990069,65100000000,62400000000
Luxembourg,2012,55477349853,10362416579,530946,"1,514",803852244,69.01436211,67600000000,65100000000
Luxembourg,2013,57236975164,10438928588,543360,"1,506",818300160,69.94618596,69900000000,67600000000
Luxembourg,2014,58738350256,11329247221,556319,"1,512",841154328,69.83064617,72900000000,69900000000
Luxembourg,2015,60071584216,10398064119,569604,"1,519",865228476,69.42857971,74500000000,72900000000
Luxembourg,2016,63062062077,10685783001,582014,"1,518",883497252,71.37776822,76300000000,74500000000
Luxembourg,2017,63892707778,11256729459,596336,"1,508",899274688,71.0491562,78400000000,76300000000
Luxembourg,2018,64671765569,10439214842,607950,"1,499",911317050,70.96516582,79400000000,78400000000
Luxembourg,2019,66557495897,11848925307,620001,"1,493",925661493,71.90263007,81700000000,79400000000
Luxembourg,2020,65951935966,11057890325,630419,"1,408",887629952,74.30116099,83000000000,81700000000
Luxembourg,2021,70679635854,12931141962,640064,"1,467",938973888,75.27327092,86000000000,83000000000
Luxembourg,2022,71655146216,11929038795,653103,"1,459",952877277,75.1987144,87600000000,86000000000
Netherlands,1981,3.73E+11,64148845486,14247208,"1,556",22168655648,16.80568835,1.26E+11,70803755951
Netherlands,1982,3.68E+11,62378859543,14312690,"1,542",22070167980,16.67123514,1.74E+11,1.26E+11
Netherlands,1983,3.76E+11,63725444272,14367070,"1,527",21938515890,17.11843696,2.17E+11,1.74E+11
Netherlands,1984,3.87E+11,68322370314,14424211,"1,519",21910376509,17.66520679,2.59E+11,2.17E+11
Netherlands,1985,3.97E+11,73526567156,14491632,"1,502",21766431264,18.24083825,3.01E+11,2.59E+11
Netherlands,1986,4.08E+11,78532046910,14572278,"1,488",21683549664,18.82087158,3.44E+11,3.01E+11
Netherlands,1987,4.16E+11,79678372329,14665037,"1,467",21513609279,19.33589048,3.82E+11,3.44E+11
Netherlands,1988,4.3E+11,87485204596,14760094,"1,464",21608777616,19.91319213,4.24E+11,3.82E+11
Netherlands,1989,4.49E+11,90353640477,14848907,"1,459",21664555313,20.73984395,4.63E+11,4.24E+11
Netherlands,1990,4.68E+11,92957275573,14951510,"1,454",21739495540,21.53295284,5.01E+11,4.63E+11
Netherlands,1991,4.8E+11,94131546293,15069798,"1,444",21760788312,22.03658676,5.35E+11,5.01E+11
Netherlands,1992,4.88E+11,95809074308,15184166,"1,451",22032224866,22.13642446,5.66E+11,5.35E+11
Netherlands,1993,4.94E+11,94241070749,15290368,"1,440",22018129920,22.42915041,5.93E+11,5.66E+11
Netherlands,1994,5.08E+11,96161217057,15382838,"1,447",22258966586,22.84343436,6.18E+11,5.93E+11
Netherlands,1995,5.24E+11,1.02E+11,15459006,"1,482",22910246892,22.88562806,6.45E+11,6.18E+11
Netherlands,1996,5.42E+11,1.09E+11,15530498,"1,496",23233625008,23.33901845,6.77E+11,6.45E+11
Netherlands,1997,5.65E+11,1.15E+11,15610650,"1,482",23134983300,24.43431129,7.11E+11,6.77E+11
Netherlands,1998,5.92E+11,1.23E+11,15707209,"1,479",23230962111,25.46432297,7.48E+11,7.11E+11
Netherlands,1999,6.21E+11,1.35E+11,15812088,"1,477",23354453976,26.60713163,7.94E+11,7.48E+11
Netherlands,2000,6.48E+11,1.38E+11,15925513,"1,464",23314951032,27.77687031,8.37E+11,7.94E+11
Netherlands,2001,6.63E+11,1.4E+11,16046180,"1,454",23331145720,28.40255834,8.77E+11,8.37E+11
Netherlands,2002,6.64E+11,1.35E+11,16148929,"1,436",23189862044,28.64583502,9.06E+11,8.77E+11
Netherlands,2003,6.65E+11,1.32E+11,16225302,"1,428",23169731256,28.69877288,9.3E+11,9.06E+11
Netherlands,2004,6.78E+11,1.32E+11,16281779,"1,448",23576015992,28.77289211,9.5E+11,9.3E+11
Netherlands,2005,6.92E+11,1.37E+11,16319868,"1,434",23402690712,29.57555462,9.73E+11,9.5E+11
Netherlands,2006,7.17E+11,1.46E+11,16346101,"1,430",23374924430,30.65812751,1E+12,9.73E+11
Netherlands,2007,7.44E+11,1.68E+11,16381696,"1,429",23409443584,31.80232533,1.05E+12,1E+12
Netherlands,2008,7.6E+11,1.63E+11,16445593,"1,429",23500752397,32.349343,1.09E+12,1.05E+12
Netherlands,2009,7.32E+11,1.49E+11,16530388,"1,420",23473150960,31.2002901,1.1E+12,1.09E+12
Netherlands,2010,7.42E+11,1.38E+11,16615394,"1,427",23710167238,31.29591647,1.11E+12,1.1E+12
Netherlands,2011,7.55E+11,1.46E+11,16693074,"1,425",23787630450,31.74718027,1.12E+12,1.11E+12
Netherlands,2012,7.48E+11,1.36E+11,16754962,"1,419",23775291078,31.45304755,1.12E+12,1.12E+12
Netherlands,2013,7.48E+11,1.34E+11,16804432,"1,427",23979924464,31.17521417,1.12E+12,1.12E+12
Netherlands,2014,7.6E+11,1.31E+11,16865008,"1,434",24184421472,31.41008854,1.12E+12,1.12E+12
Netherlands,2015,7.76E+11,1.69E+11,16939923,"1,437",24342669351,31.86765034,1.15E+12,1.12E+12
Netherlands,2016,7.95E+11,1.54E+11,17030314,"1,446",24625834044,32.26489374,1.17E+12,1.15E+12
Netherlands,2017,8.17E+11,1.63E+11,17131296,"1,450",24840379200,32.87593496,1.19E+12,1.17E+12
Netherlands,2018,8.35E+11,1.68E+11,17231624,"1,449",24968623176,33.44584538,1.22E+12,1.19E+12
Netherlands,2019,8.54E+11,1.81E+11,17344874,"1,451",25167412174,33.94487655,1.25E+12,1.22E+12
Netherlands,2020,8.21E+11,1.76E+11,17441500,"1,404",24487866000,33.53745042,1.28E+12,1.25E+12
Netherlands,2021,8.73E+11,1.8E+11,17533044,"1,412",24756658128,35.25555527,1.3E+12,1.28E+12
Netherlands,2022,9.17E+11,1.86E+11,17700982,"1,415",25046889530,36.5919033,1.33E+12,1.3E+12
Norway,1981,1.67E+11,43730867004,4099702,"1,561",6397584971,26.09433823,80367421308,41632448073
Norway,1982,1.67E+11,44078206056,4114787,"1,549",6375450978,26.24655035,1.15E+11,80367421308
Norway,1983,1.74E+11,46504247184,4128432,"1,543",6369344890,27.31548915,1.48E+11,1.15E+11
Norway,1984,1.85E+11,47106913300,4140099,"1,538",6367058252,28.97913043,1.77E+11,1.48E+11
Norway,1985,1.95E+11,45616492715,4152516,"1,532",6361654512,30.61444144,2.01E+11,1.77E+11
Norway,1986,2.03E+11,48991794978,4167354,"1,528",6367716912,31.82158684,2.26E+11,2.01E+11
Norway,1987,2.06E+11,49369019324,4186905,"1,501",6284544405,32.8081034,2.48E+11,2.26E+11
Norway,1988,2.06E+11,48870517722,4209488,"1,504",6331069952,32.48391716,2.67E+11,2.48E+11
Norway,1989,2.08E+11,45574082877,4226901,"1,501",6344578401,32.75130154,2.81E+11,2.67E+11
Norway,1990,2.12E+11,40874403224,4241473,"1,493",6332519189,33.44772657,2.88E+11,2.81E+11
Norway,1991,2.18E+11,40712080190,4261732,"1,490",6349980680,34.384588,2.94E+11,2.88E+11
Norway,1992,2.26E+11,39909145396,4286401,"1,500",6429601500,35.17263016,2.99E+11,2.94E+11
Norway,1993,2.33E+11,42006696290,4311991,"1,497",6455050527,36.03074236,3.05E+11,2.99E+11
Norway,1994,2.44E+11,44213247907,4336613,"1,494",6478899822,37.71285846,3.13E+11,3.05E+11
Norway,1995,2.54E+11,45640177741,4359184,"1,479",6447233136,39.47298176,3.21E+11,3.13E+11
Norway,1996,2.67E+11,49912162860,4381336,"1,474",6458089264,41.38797832,3.32E+11,3.21E+11
Norway,1997,2.81E+11,57279322104,4405157,"1,468",6466770476,43.51667337,3.5E+11,3.32E+11
Norway,1998,2.89E+11,64330763666,4431464,"1,467",6500957688,44.44304452,3.72E+11,3.5E+11
Norway,1999,2.95E+11,61160194275,4461913,"1,465",6536702545,45.11586038,3.88E+11,3.72E+11
Norway,2000,3.05E+11,59148083084,4490967,"1,448",6502920216,46.85538457,4.01E+11,3.88E+11
Norway,2001,3.11E+11,58785615377,4513751,"1,424",6427581424,48.38449923,4.12E+11,4.01E+11
Norway,2002,3.15E+11,58577782371,4538159,"1,412",6407880508,49.2018298,4.21E+11,4.12E+11
Norway,2003,3.18E+11,58864234784,4564855,"1,401",6395361855,49.76396308,4.29E+11,4.21E+11
Norway,2004,3.31E+11,64837201612,4591910,"1,423",6534287930,50.66126935,4.43E+11,4.29E+11
Norway,2005,3.4E+11,72542771520,4623291,"1,429",6606682839,51.45154298,4.62E+11,4.43E+11
Norway,2006,3.48E+11,79119768523,4660677,"1,426",6646125402,52.40514489,4.86E+11,4.62E+11
Norway,2007,3.58E+11,88813516586,4709153,"1,438",6771762014,52.93164581,5.16E+11,4.86E+11
Norway,2008,3.6E+11,89816968069,4768212,"1,443",6880529916,52.34595412,5.44E+11,5.16E+11
Norway,2009,3.53E+11,83515635011,4828726,"1,422",6866448372,51.43551852,5.62E+11,5.44E+11
Norway,2010,3.56E+11,78152898626,4889252,"1,430",6991630360,50.91216477,5.73E+11,5.62E+11
Norway,2011,3.6E+11,83976066963,4953088,"1,435",7107681280,50.63461701,5.88E+11,5.73E+11
Norway,2012,3.7E+11,90310013434,5018573,"1,431",7181577963,51.47566638,6.08E+11,5.88E+11
Norway,2013,3.73E+11,96030505322,5079623,"1,421",7218144283,51.73533743,6.31E+11,6.08E+11
Norway,2014,3.81E+11,95788570838,5137232,"1,424",7315418368,52.09292406,6.51E+11,6.31E+11
Norway,2015,3.88E+11,91953332644,5188607,"1,427",7404142189,52.42464317,6.65E+11,6.51E+11
Norway,2016,3.93E+11,95579125762,5234519,"1,430",7485362170,52.45978635,6.81E+11,6.65E+11
Norway,2017,4.02E+11,98097426888,5276968,"1,419",7488017592,53.7332006,6.97E+11,6.81E+11
Norway,2018,4.06E+11,1E+11,5311916,"1,419",7537608804,53.82214525,7.14E+11,6.97E+11
Norway,2019,4.1E+11,1.1E+11,5347896,"1,419",7588664424,54.0608084,7.38E+11,7.14E+11
Norway,2020,4.05E+11,1.05E+11,5379475,"1,410",7585059750,53.39518153,7.55E+11,7.38E+11
Norway,2021,4.21E+11,1.06E+11,5408320,"1,426",7712264320,54.56711891,7.7E+11,7.55E+11
Norway,2022,4.33E+11,1.12E+11,5457127,"1,425",7776405975,55.74359694,7.89E+11,7.7E+11
Portugal,1981,1.08E+11,23180903040,9851362,"1,838",18106803356,5.937302765,42516002335,21971703744
Portugal,1982,1.1E+11,23704199247,9911771,"1,827",18108805617,6.063415974,61118281301,42516002335
Portugal,1983,1.1E+11,22013641113,9957865,"1,817",18093440705,6.058059515,75797728658,61118281301
Portugal,1984,1.08E+11,18186295402,9996232,"1,806",18053194992,5.95742047,84900000000,75797728658
Portugal,1985,1.11E+11,17541232374,10023613,"1,796",18002408948,6.141949601,92200000000,84900000000
Portugal,1986,1.15E+11,19448098922,10032734,"1,785",17908430190,6.429851047,1.01E+11,92200000000
Portugal,1987,1.22E+11,22948221544,10030031,"1,799",18044025769,6.788763336,1.11E+11,1.01E+11
Portugal,1988,1.32E+11,26352046213,10019610,"1,798",18015258780,7.30883338,1.24E+11,1.11E+11
Portugal,1989,1.4E+11,27315817928,10005000,"1,818",18189090000,7.705220427,1.37E+11,1.24E+11
Portugal,1990,1.46E+11,29393780240,9983218,"1,806",18029691708,8.080428986,1.5E+11,1.37E+11
Portugal,1991,1.52E+11,30372098779,9960235,"1,739",17320848665,8.778529494,1.62E+11,1.5E+11
Portugal,1992,1.54E+11,31746086258,9952494,"1,682",16740094908,9.182035568,1.74E+11,1.62E+11
Portugal,1993,1.51E+11,29986397704,9964675,"1,684",16780512700,8.97275702,1.84E+11,1.74E+11
Portugal,1994,1.52E+11,30802758427,9991525,"1,692",16905660300,8.992266103,1.92E+11,1.84E+11
Portugal,1995,1.59E+11,32820598455,10026176,"1,749",17535781824,9.040423131,2.02E+11,1.92E+11
Portugal,1996,1.64E+11,34523216994,10063945,"1,750",17611903750,9.316788279,2.12E+11,2.02E+11
Portugal,1997,1.71E+11,39412478602,10108977,"1,746",17650273842,9.705662561,2.26E+11,2.12E+11
Portugal,1998,1.8E+11,44037307784,10160196,"1,760",17881944960,10.04051904,2.43E+11,2.26E+11
Portugal,1999,1.87E+11,46710146527,10217828,"1,762",18003812936,10.36214023,2.61E+11,2.43E+11
Portugal,2000,1.94E+11,48605362081,10289898,"1,770",18213119460,10.63395101,2.78E+11,2.61E+11
Portugal,2001,1.97E+11,49078053405,10362722,"1,755",18186577110,10.8564615,2.94E+11,2.78E+11
Portugal,2002,1.99E+11,47413379097,10419631,"1,749",18223934619,10.91773027,3.06E+11,2.94E+11
Portugal,2003,1.97E+11,43945618748,10458821,"1,742",18219266182,10.81890998,3.13E+11,3.06E+11
Portugal,2004,2.01E+11,44028603655,10483861,"1,748",18325789028,10.9484194,3.2E+11,3.13E+11
Portugal,2005,2.02E+11,44077109339,10503330,"1,750",18380827500,11.00097975,3.25E+11,3.2E+11
Portugal,2006,2.05E+11,43743542055,10522288,"1,739",18298258832,11.23019674,3.3E+11,3.25E+11
Portugal,2007,2.11E+11,45093564055,10542964,"1,755",18502901820,11.38437072,3.36E+11,3.3E+11
Portugal,2008,2.11E+11,45284531195,10558177,"1,743",18402902511,11.48277388,3.41E+11,3.36E+11
Portugal,2009,2.05E+11,41870849614,10568247,"1,743",18420454521,11.1136729,3.42E+11,3.41E+11
